,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
28488,2019-03-16T19:15:20.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 19:15:21,16/03/2019\ 19:11:49,,,,QBOX-4000-0000-1000-000000000002,SCDL-1e70-cd5c-2778-eb0299bcb2ca,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-2011-bdf4-1d4013e126bc,Down,QDisk,,87165546.66666667,1792516142.3333333,167.33333333333334,505068468.3333333
28852,2019-03-16T20:16:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 20:15:54,16/03/2019\ 20:11:50,,,,QBOX-4000-0000-1000-000000000002,SCDL-33c5-61e2-c693-f6e206017db4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-2111-c168-341f091685a9,Down,QDisk,,91304332.66666669,1795151219.0,189.33333333333331,505410393.0
29211,2019-03-16T21:15:50.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 21:15:47,16/03/2019\ 21:11:48,,,,QBOX-4000-0000-1000-000000000002,SCDL-4507-d4f7-a296-8903beac054d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-2211-b968-7f3c39e8fc43,Down,QDisk,,93841917.33333331,1797822076.3333333,188.33333333333331,505225615.0
29568,2019-03-16T22:15:20.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 22:13:00,16/03/2019\ 22:11:48,,,,QBOX-4000-0000-1000-000000000002,SCDL-09b3-c9f0-4416-db109d2a0168,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-2311-b79d-8c31e9a48c73,Down,Docker,,72136986.5,1717140299.5,138.5,745489810.0
29673,2019-03-16T22:32:50.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 22:32:41,16/03/2019\ 22:32:38,,,,QBOX-4000-0000-1000-000000000005,SCDL-f904-0e5a-9160-4d8134271c02,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-bc11-d0528a5f8c20,Down,Docker,,0.0,18180687813.5,9.0,81426280.5
29929,2019-03-16T23:15:30.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 23:13:04,16/03/2019\ 23:11:44,,,,QBOX-4000-0000-1000-000000000005,SCDL-c935-35b8-8a39-57b92ab83370,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0011-a7fc-956221bf96b8,Down,Docker,,99976024.0,1693300670.0,151.5,765114016.0
30289,2019-03-17T00:15:30.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 00:15:28,17/03/2019\ 00:11:44,,,,QBOX-4000-0000-1000-000000000005,SCDL-8d04-4564-ea8c-16bcfed14644,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0111-a5fa-7fb2639bd76b,Down,QDisk,,50721307.33333334,1636352590.6666667,128.66666666666666,985925397.6666666
30558,2019-03-17T01:00:20.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:00:24,17/03/2019\ 01:00:21,,,,QBOX-4000-0000-1000-000000000005,SCDL-230e-66d6-6188-69621e084466,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0200-4dad-b683db6c3724,Down,Docker,,0.0,32468163.0,3.0,32468163.0
30559,2019-03-17T01:00:30.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:00:28,17/03/2019\ 01:00:24,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-689d-a054-03ec-0b51a112593d,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0200-5e85-58a6f9f20f07,Down,Docker,Docker,0.0,36541317.0,5.5,33823609.5
30567,2019-03-17T01:01:50.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:01:43,17/03/2019\ 01:01:40,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-a9d4-8796-bc39-cadcc189d2ed,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0201-9ec3-aa3bc2ea7bb0,Down,Docker,Docker,0.0,35183599.0,4.0,33371794.0
30576,2019-03-17T01:03:20.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:03:19,17/03/2019\ 01:03:15,,,,QBOX-4000-0000-1000-000000000005,SCDL-a825-2bbb-445e-2043f81b713a,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0203-35c5-f7f006735c3f,Down,QDisk,,0.0,10823017.666666666,2.6666666666666665,10822721.0
30579,2019-03-17T01:03:50.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:03:50,17/03/2019\ 01:03:45,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-9100-8038-8d58-5334b6f3dfe0,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0203-afc9-ded53f0026d4,Down,S3,Docker,0.0,21110337.4,2.6,20023076.4
30585,2019-03-17T01:04:50.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:04:49,17/03/2019\ 01:04:46,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000005,SCDL-94be-c07c-958c-966906cbc788,62bdd56387326f1e9a06abf986294635c8adba6ea729d662bb5fc14a4af3062f,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0204-b0d4-fa7f2a4a8e88,Down,Docker,S3,74.16666666666667,58027728.58333334,2.833333333333333,58027802.75
30587,2019-03-17T01:05:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:05:11,17/03/2019\ 01:05:07,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-8c8c-be0a-4f30-7807fd4d4408,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0205-1963-e548f2faafbc,Down,QDisk,S3,0.0,45976144.0,4.5,42352534.0
30588,2019-03-17T01:05:20.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:05:20,17/03/2019\ 01:05:15,,,,QBOX-4000-0000-1000-000000000003,SCDL-ee7a-1039-fbb5-4f0a65e934aa,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0205-337f-f188a3e0c34f,Down,QDisk,,0.0,49561660.0,4.25,46843952.5
30596,2019-03-17T01:06:40.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:06:38,17/03/2019\ 01:06:34,,,,QBOX-4000-0000-1000-000000000005,SCDL-07ad-49d5-032c-4fca8b7392a5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0206-806b-29bad8203f45,Down,Docker,,0.0,31661359.0,4.0,31661359.0
30601,2019-03-17T01:07:30.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:07:25,17/03/2019\ 01:07:20,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-a813-cadb-8b30-ebe6f6c81184,bb8d1212035eaf00c84112073fa82aae044c5b90d3c6bbfa83f58cf7922f089a,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0205-1963-e548f2faafbc,Down,Docker,Docker,0.0,55225191.0,5.0,52507483.5
30605,2019-03-17T01:08:10.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:08:11,17/03/2019\ 01:08:08,,,,QBOX-4000-0000-1000-000000000005,SCDL-a307-3fa8-3f24-f373a0727681,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0208-188a-64277c932ba7,Down,QDisk,,0.0,441561003.0,3.0,435322923.0
30610,2019-03-17T01:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:08:58,17/03/2019\ 01:08:56,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-c74f-1bb5-ebbe-5bf82862521d,035433e75ef36d452398c82659cdaaef504a3ec7eef7854e7c03942d5371c50c,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0208-db85-6e1eb00c16d0,Down,Docker,Docker,0.0,36137915.0,3.5,33420207.5
30616,2019-03-17T01:10:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:09:59,17/03/2019\ 01:09:57,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000005,SCDL-91f5-7e03-77be-a957fe1eec83,6de849fd71fda6b80fdc4440c5a94353e081d688fc5d53acf72aca316c94d013,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0209-d4f0-b4274b64a35c,Down,Docker,S3,8.5,16234081.5,2.5,16234090.0
30618,2019-03-17T01:10:20.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:10:22,17/03/2019\ 01:10:18,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-90ae-c79d-e0e3-f81afce7e349,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0210-47d3-9186deaff951,Down,Docker,S3,0.0,410843555.1,3.9,405862253.1
30626,2019-03-17T01:11:40.000Z,QBOX-9000-0000-0000-000000000005,115.0,17/03/2019\ 01:11:45,17/03/2019\ 01:11:40,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000005,SCDL-23ad-99c5-1b7d-bdc5421e956c,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0211-9244-a2be6bc95201,Down,Docker,S3,473971.0,16234081.5,4.0,16379596.0
30632,2019-03-17T01:12:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:12:36,17/03/2019\ 01:12:30,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-54c8-68e1-f8e1-33d22d4d3f08,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0210-47d3-9186deaff951,Down,S3,Docker,0.0,534253249.8,3.6,533166166.8
30633,2019-03-17T01:12:50.000Z,QBOX-9000-0000-0000-000000000005,119.0,17/03/2019\ 01:12:51,17/03/2019\ 01:12:48,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-99c5-54af-a040-6d1f599f7a04,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0210-47d3-9186deaff951,Up,S3,S3,948022.0,0.0,3.0,291004.0
30635,2019-03-17T01:13:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:13:07,17/03/2019\ 01:13:03,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-1889-ace8-e8c8-200f746baa09,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0213-0d29-730343c155f1,Down,Docker,Docker,0.0,36541317.0,5.0,33823609.5
30646,2019-03-17T01:15:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:14:58,17/03/2019\ 01:14:52,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-9c97-36cb-1297-6e1b77fa9f44,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0214-c640-b93d029a2a9d,Down,S3,S3,0.0,37899035.0,5.0,34275425.0
30649,2019-03-17T01:15:30.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:13:06,17/03/2019\ 01:11:48,,,,QBOX-4000-0000-1000-000000000005,SCDL-a095-3f73-048c-98165f544660,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0211-b330-4eee84dd52d9,Down,Docker,,78429675.5,1722923218.0,152.5,745681713.5
30650,2019-03-17T01:15:40.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:15:35,17/03/2019\ 01:14:21,,,,QBOX-4000-0000-1000-000000000005,SCDL-b6a5-3405-3c51-68be830595f6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0214-4cb6-1f7599307113,Down,QDisk,,0.0,21645590.33333333,49.66666666666666,21645442.0
30661,2019-03-17T01:17:30.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:17:26,17/03/2019\ 01:17:21,UserData,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-0075-b260-7ede-d1e67709707e,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0217-52d1-d3b3757b4e7a,Down,S3,S3,0.0,28424387.5,3.5,25706568.75
30662,2019-03-17T01:17:40.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:17:36,17/03/2019\ 01:17:32,,,,QBOX-4000-0000-1000-000000000005,SCDL-66a3-6978-0c99-6b752ad70716,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0217-75c4-bda70c740995,Down,Docker,,0.0,32468163.0,4.0,32468163.0
30665,2019-03-17T01:18:10.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:18:06,17/03/2019\ 01:17:35,,,,QBOX-4000-0000-1000-000000000005,SCDL-a1a6-c912-108a-20a788a52039,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0217-8000-a7eea8b1c2a8,Down,QDisk,,0.0,12987532.2,21.4,12987265.2
30670,2019-03-17T01:19:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:19:03,17/03/2019\ 01:19:01,,,,QBOX-4000-0000-1000-000000000005,SCDL-f3e5-fee2-6bf9-11d05ac59454,,QSES-0317-0217-75c4-bda70c740995,Completed,QJOB-0317-0217-7878-db3837705382,Down,QDisk,,0.0,445.0,2.0,0.0
30673,2019-03-17T01:19:30.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:19:33,17/03/2019\ 01:19:32,,,,QBOX-4000-0000-1000-000000000005,SCDL-3ee5-aa03-5d27-c146d7f29664,,QSES-0317-0217-8000-a7eea8b1c2a8,Completed,QJOB-0317-0217-8333-aeecf5878d44,Down,QDisk,,0.0,445.0,1.0,0.0
30676,2019-03-17T01:20:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:19:57,17/03/2019\ 01:19:54,,,,QBOX-4000-0000-1000-000000000005,SCDL-f30a-aa20-e3ee-2a7d06bea584,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0219-cb8e-3a2b0fed7657,Down,Docker,,0.0,32468163.0,3.0,32468163.0
30680,2019-03-17T01:20:40.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:20:43,17/03/2019\ 01:20:42,UserSnapshotResult,UserSnapshotResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-0e5a-aba3-5bc7-7879ff2e01b8,0fe5dedbc507c6dc5feaff22a69e60705d31087e321f41d7addfe2c46d429ca0,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0217-52d1-d3b3757b4e7a,Up,S3,S3,445.0,0.0,1.0,445.0
30684,2019-03-17T01:21:20.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:21:24,17/03/2019\ 01:21:18,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-eca8-c212-d17c-15d597cce8a2,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0221-45fd-166e82e5812f,Down,QDisk,Docker,0.0,27406099.0,2.875,25367707.125
30687,2019-03-17T01:21:50.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:21:55,17/03/2019\ 01:21:52,,,,QBOX-4000-0000-1000-000000000005,SCDL-862d-a61b-3ae4-4808979235db,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0221-c230-de601acb8eb4,Down,Docker,,0.0,32468163.0,3.1666666666666665,32468163.0
30688,2019-03-17T01:22:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:22:01,17/03/2019\ 01:21:59,,,,QBOX-4000-0000-1000-000000000005,SCDL-a1a3-e2b0-8aa3-7e9e3c340779,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0221-dc0c-4cada2968ca0,Down,Docker,,0.0,32468163.0,3.6666666666666665,32468163.0
30691,2019-03-17T01:22:30.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:22:31,17/03/2019\ 01:22:31,UserResult,UserData,Down,QBOX-9000-0000-0000-000000000005,SCDL-1da6-6989-685d-6f2305ded247,868d7478dee6b185d654900ed54336458c451c0dcf9370874770e1b6d2508aac,QSES-0317-0221-34fe-3fb82db444fd,Completed,QJOB-0317-0221-37f0-c86c3ac64dde,Up,S3,S3,55.625,14212360.625,21.625,12853340.0
30696,2019-03-17T01:23:20.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:23:22,17/03/2019\ 01:23:21,,,,QBOX-4000-0000-1000-000000000003,SCDL-4c37-3078-f609-f6bf459fe026,,QSES-0317-0221-45fd-166e82e5812f,Completed,QJOB-0317-0221-48a9-74f77ca261f9,Down,QDisk,,0.0,445.0,1.0,0.0
30697,2019-03-17T01:23:30.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:23:31,17/03/2019\ 01:23:28,,,,QBOX-4000-0000-1000-000000000005,SCDL-9e18-8e56-b933-b51458e75378,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0223-69a8-5aafffb25158,Down,Docker,,0.0,32468163.0,3.0,32468163.0
30698,2019-03-17T01:23:40.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:23:41,17/03/2019\ 01:23:40,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-22f6-2786-dacc-2820f6402349,0dd7ef36585633d533c0e6655eb7e6ff641e5589fced7841bbefb25f11d086a3,QSES-0317-0221-2583-81a06408f3b7,Completed,QJOB-0317-0221-27df-9aa2882f8c08,Up,S3,S3,445.0,0.0,1.0,445.0
30700,2019-03-17T01:24:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:24:00,17/03/2019\ 01:23:57,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-b3bd-5325-eb60-68f1fc647070,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0223-dd80-1ecdc592a64a,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
30706,2019-03-17T01:25:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:25:05,17/03/2019\ 01:25:00,,,,QBOX-4000-0000-1000-000000000005,SCDL-ff02-2f5a-f758-c44a2df020aa,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0224-e8d3-8cb21e8dfae3,Down,Docker,,0.0,32468163.0,5.0,32468163.0
30712,2019-03-17T01:26:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:26:02,17/03/2019\ 01:25:58,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-33a2-59bb-8fb5-1adb105a5e77,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0225-e2bc-c1b2c3fef040,Down,Docker,Docker,0.0,35183599.0,4.666666666666667,33371794.0
30713,2019-03-17T01:26:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:26:14,17/03/2019\ 01:26:09,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-d86b-28ec-16ad-cc01daf07c99,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0226-1d1e-50b8bac752a0,Down,QDisk,Docker,0.0,36088744.333333336,4.111111111111111,33673004.333333336
30714,2019-03-17T01:26:20.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:26:16,17/03/2019\ 01:26:10,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-70b6-255e-f1ab-b25e8c26a56b,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0226-22da-b9906f0fb4e7,Down,S3,Docker,0.0,35183599.0,6.0,33371794.0
30728,2019-03-17T01:28:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:28:32,17/03/2019\ 01:28:29,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-367a-f745-1d64-310ce72ad79c,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0228-731e-5f1b48770af9,Down,Docker,Docker,0.0,36541317.0,4.5,33823609.5
30740,2019-03-17T01:30:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:30:39,17/03/2019\ 01:30:34,Docker,Docker,Down,QBOX-4000-0000-1000-000000000003,SCDL-7df4-f29c-3801-6d3dc16e5b0c,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0228-731e-5f1b48770af9,Down,QDisk,Docker,0.0,34504740.0,4.125,33145886.25
30747,2019-03-17T01:31:50.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:31:54,17/03/2019\ 01:31:50,,,,QBOX-4000-0000-1000-000000000003,SCDL-f893-e312-5e6a-ffe04e640a18,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0231-c0ec-a70842090448,Down,QDisk,,0.0,37355947.8,4.0,34094698.8
30748,2019-03-17T01:32:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:32:00,17/03/2019\ 01:31:59,Docker,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-729e-fea0-85aa-b4c2d39edb63,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0231-dc3b-3cd19927acb6,Down,Docker,Docker,613430762.5714285,30105388.85714286,48.57142857142857,641983112.1428572
30752,2019-03-17T01:32:40.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:32:43,17/03/2019\ 01:32:37,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-6a4e-5d22-292b-b4f7409e40ba,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0232-9114-107a8d283501,Down,S3,Docker,0.0,35183599.0,4.0,33371794.0
30758,2019-03-17T01:33:40.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:33:37,17/03/2019\ 01:33:34,,,,QBOX-4000-0000-1000-000000000005,SCDL-6385-9d18-9747-8c4fc9f80934,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0233-7d27-83d6c64e2c98,Down,Docker,,0.0,32468163.0,3.8,32468163.0
30761,2019-03-17T01:34:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:33:58,17/03/2019\ 01:33:58,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-208c-90d9-41a8-eb34f421d331,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0233-ddcd-95876a28f79d,Down,Docker,Docker,0.0,1455578033.3333333,2.333333333333333,1453766080.0
30766,2019-03-17T01:35:00.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:35:01,17/03/2019\ 01:34:57,,,,QBOX-4000-0000-1000-000000000005,SCDL-eb1e-9569-1d97-32637550cb44,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0234-da2b-3d16e19fe281,Down,Docker,,0.0,32468163.0,4.0,32468163.0
30773,2019-03-17T01:36:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:36:08,17/03/2019\ 01:36:01,Docker,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-aa11-8b8c-a215-27bccd35e54b,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0231-bf79-263db22853d7,Down,S3,S3,0.0,37899035.0,6.0,34275425.0
30774,2019-03-17T01:36:20.000Z,QBOX-9000-0000-0000-000000000005,0.0,17/03/2019\ 01:36:23,17/03/2019\ 01:36:20,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-a644-3a82-a407-8eb23d00d222,8418eb4264bd53468eabf7f595e3d99d80e6600c79235ed8658811f0663b97a2,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0233-ddcd-95876a28f79d,Up,S3,S3,445.0,0.0,3.0,445.0
30775,2019-03-17T01:36:30.000Z,QBOX-4000-0000-1000-000000000005,,17/03/2019\ 01:36:32,17/03/2019\ 01:36:29,,,,QBOX-4000-0000-1000-000000000005,SCDL-86e6-5b7a-fd57-bb0c25920251,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-68bf-aaa66ea2f957,Down,Docker,,0.0,32468163.0,3.0,32468163.0
30777,2019-03-17T01:36:50.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:36:46,17/03/2019\ 01:36:39,,,,QBOX-4000-0000-1000-000000000003,SCDL-8363-1014-6b89-37fb2109617a,,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,QDisk,,0.0,2897617613.0,3.0,2895805808.0
30779,2019-03-17T01:37:10.000Z,QBOX-9000-0000-0000-000000000005,-1.0,17/03/2019\ 01:37:03,17/03/2019\ 01:37:01,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-b10d-a054-6d49-63303394dd0e,33574517de06a3434b7e86c4e34a727eaf60fbed4d85b6d2ac586f55cfb4f768,00000000-0000-0000-0000-000000000000,Completed,QSES-0317-0236-94f1-430ffd182e30,Down,Docker,Docker,0.0,2183366827.5,3.5,2180649120.0
30780,2019-03-17T01:37:20.000Z,QBOX-4000-0000-1000-000000000003,,17/03/2019\ 01:37:25,17/03/2019\ 01:37:21,,,,QBOX-4000-0000-1000-000000000003,SCDL-f85c-17b0-42df-1f01a518f965,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0317-0237-4d5e-eaa08c57c423,Down,QDisk,,0.0,36541317.0,4.5,33823609.5
