,time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
3211,2019-03-15T17:36:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 17:36:33,15/03/2019\ 17:36:24,,,,QBOX-6000-0000-0000-000000000001,SCDL-b059-327a-7665-c81e50e82168,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,16244816.0,14511980711.0,11.4,32782521.8
3214,2019-03-15T17:39:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 17:37:55,15/03/2019\ 17:37:50,,,,QBOX-6000-0000-0000-000000000004,SCDL-fe74-0c29-cef5-49a27d96834e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,14552673145.0,27.8,14551579418.0
3215,2019-03-15T17:40:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 17:40:47,15/03/2019\ 17:40:43,,,,QBOX-6000-0000-0000-000000000004,SCDL-4d7e-1c1f-b1e7-31a7d380a0f7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,8106415151.666667,5.111111111111111,60643668.0
3218,2019-03-15T17:43:00.000Z,QBOX-5000-0000-0000-000000000005,,15/03/2019\ 17:43:39,15/03/2019\ 17:43:36,,,,QBOX-6000-0000-0000-000000000004,SCDL-ac2f-dcbf-e1a8-31b512ce0ed1,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,8424813771.076923,8.615384615384615,2854244895.8461537
3221,2019-03-15T17:46:00.000Z,QBOX-2000-0000-0000-000000000002,,15/03/2019\ 17:46:36,15/03/2019\ 17:46:23,,,,QBOX-2000-0000-0000-000000000002,SCDL-0b61-e9d3-e368-71bf4a90d659,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1846-5057-f1db78698ae9,Down,QDisk,,0.0,9110651142.25,7.75,58302668.25
3222,2019-03-15T17:47:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 17:47:29,15/03/2019\ 17:47:25,,,,QBOX-2000-0000-0000-000000000004,SCDL-ca08-5ebb-4965-0a7fab7cee5d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,186930311.84615383,8238736471.230769,10.615384615384617,71071321.6923077
3231,2019-03-15T17:56:00.000Z,QBOX-6000-0000-0000-000000000005,,15/03/2019\ 17:56:43,15/03/2019\ 17:56:38,,,,QBOX-6000-0000-0000-000000000005,SCDL-7cef-aa04-7018-edf09689d905,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3249,2019-03-15T18:14:00.000Z,QBOX-2000-0000-0000-000000000002,,15/03/2019\ 18:14:38,15/03/2019\ 18:14:36,,,,QBOX-2000-0000-0000-000000000002,SCDL-b181-6352-8f98-9f168c119c09,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,3.5,46227208.5
3252,2019-03-15T18:17:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 18:17:43,15/03/2019\ 18:12:06,,,,QBOX-4000-0000-1000-000000000005,SCDL-a317-89b1-1eec-5501caf7c7ba,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1912-1163-8130b2cfbb58,Down,QDisk,,1596200054.0,9706527.333333334,226.33333333333331,1313721285.0
3255,2019-03-15T18:20:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 18:20:45,15/03/2019\ 18:20:37,,,,QBOX-6000-0000-0000-000000000004,SCDL-9d39-21dd-61f4-8d0404960e9a,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,7.0,44627521.0
3287,2019-03-15T18:52:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 18:51:58,15/03/2019\ 18:51:51,,,,QBOX-6000-0000-0000-000000000004,SCDL-2ffd-0d9e-b76d-6261c213a206,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3289,2019-03-15T18:54:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 18:53:24,15/03/2019\ 18:53:23,,,,QBOX-6000-0000-0000-000000000001,SCDL-19a7-57c6-aa56-71f561355cff,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,14552673145.0,31.0,14551579418.0
3291,2019-03-15T18:56:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 18:56:34,15/03/2019\ 18:56:27,,,,QBOX-6000-0000-0000-000000000001,SCDL-d358-e565-ab7d-d11a110b99ce,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3294,2019-03-15T18:59:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 18:59:35,15/03/2019\ 18:59:29,,,,QBOX-6000-0000-0000-000000000001,SCDL-6298-07d7-e54f-a30c5016c691,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
3296,2019-03-15T19:01:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:01:43,15/03/2019\ 19:01:39,,,,QBOX-6000-0000-0000-000000000001,SCDL-620b-0bd1-ab50-c8844e06af0c,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
3298,2019-03-15T19:03:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 19:03:10,15/03/2019\ 19:02:06,,,,QBOX-6000-0000-0000-000000000004,SCDL-323e-2694-0ee5-a74ab6617fd5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,9141210664.75,18.25,9139847658.5
3299,2019-03-15T19:04:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:03:39,15/03/2019\ 19:03:33,,,,QBOX-5000-0000-0000-000000000005,SCDL-b4d5-aab5-5ca8-7c524333b7f9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,8092833141.666667,15.666666666666664,8090570268.777778
3301,2019-03-15T19:06:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:06:44,15/03/2019\ 19:06:41,,,,QBOX-6000-0000-0000-000000000001,SCDL-824e-b41c-7a1e-a961d2f32743,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
3304,2019-03-15T19:09:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:09:18,15/03/2019\ 19:09:12,,,,QBOX-6000-0000-0000-000000000001,SCDL-2be0-8eed-53a3-88df83301a93,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,6.0,46227208.5
3310,2019-03-15T19:15:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 19:13:18,15/03/2019\ 19:12:07,,,,QBOX-4000-0000-1000-000000000005,SCDL-10dc-5022-6866-ed8b72b82643,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-2012-19f2-f9b517572b9d,Down,Docker,,64349811.0,1614946228.5,139.0,744689976.0
3312,2019-03-15T19:17:00.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 19:17:18,15/03/2019\ 19:17:15,,,,QBOX-2000-0000-0000-000000000004,SCDL-3d46-e507-f804-3132c43d2f1c,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-2017-3208-840a5c584156,Down,Docker,,0.0,7321091426.0,6.0,79212646.8
3314,2019-03-15T19:19:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:19:40,15/03/2019\ 19:19:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-957c-69c4-699d-8f957b09c6ca,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,4.0,44627521.0
3315,2019-03-15T19:20:00.000Z,QBOX-2000-0000-0000-000000000004,,15/03/2019\ 19:19:36,15/03/2019\ 19:19:35,,,,QBOX-6000-0000-0000-000000000004,SCDL-f5b8-daba-4aaa-3be68e1e93b4,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,4088869752.222223,11.111111111111109,4086608724.888889
3319,2019-03-15T19:24:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:24:17,15/03/2019\ 19:23:15,,,,QBOX-6000-0000-0000-000000000001,SCDL-96f7-3598-b15b-6c8d312899f8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,9141210664.75,17.75,9139847658.5
3322,2019-03-15T19:27:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:27:39,15/03/2019\ 19:27:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-b31f-c52c-bcdc-f6e29b273903,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.5,46227208.5
3326,2019-03-15T19:31:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:31:40,15/03/2019\ 19:31:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-ec50-44bb-3b17-0e92e34526c7,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
3327,2019-03-15T19:32:00.000Z,QBOX-5000-0000-0000-000000000005,,15/03/2019\ 19:32:31,15/03/2019\ 19:31:37,,,,QBOX-5000-0000-0000-000000000005,SCDL-6a46-a667-d53d-d4a672f68f7e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,9110651142.25,17.25,9107929282.25
3335,2019-03-15T19:40:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 19:40:36,15/03/2019\ 19:40:31,,,,QBOX-6000-0000-0000-000000000004,SCDL-a13e-f061-55ba-dfa744f729dc,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
3336,2019-03-15T19:41:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:40:31,15/03/2019\ 19:40:29,,,,QBOX-6000-0000-0000-000000000001,SCDL-41b5-d885-119a-c52fe22f2990,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,12133996699.333334,22.0,12132179357.666666
3338,2019-03-15T19:43:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 19:43:26,15/03/2019\ 19:43:19,,,,QBOX-6000-0000-0000-000000000001,SCDL-a6c3-076d-4003-4a86704ca53e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3339,2019-03-15T19:44:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 19:43:22,15/03/2019\ 19:43:19,,,,QBOX-6000-0000-0000-000000000004,SCDL-b14a-250e-b907-e56d134b1595,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,7321091426.0,16.2,7318913938.0
3364,2019-03-15T20:09:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 20:08:31,15/03/2019\ 20:08:25,,,,QBOX-6000-0000-0000-000000000001,SCDL-72ee-80da-cbef-41842925209a,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,14528225527.0,27.0,14526044717.0
3365,2019-03-15T20:10:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 20:10:47,15/03/2019\ 20:09:51,,,,QBOX-5000-0000-0000-000000000005,SCDL-2084-0217-0e0f-af098fbcd48e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,5227259451.428572,12.714285714285715,5225028259.571428
3370,2019-03-15T20:15:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 20:15:32,15/03/2019\ 20:12:02,,,,QBOX-4000-0000-1000-000000000005,SCDL-dd38-071e-ba3d-c100de6752e3,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-2112-05b0-c7b5d8c37dff,Down,QDisk,,45058095.33333334,1566896888.6666667,118.66666666666669,985685685.6666666
3393,2019-03-15T20:38:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 20:38:49,15/03/2019\ 20:38:43,,,,QBOX-6000-0000-0000-000000000004,SCDL-538b-092b-16d3-32acbf6cb89d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,5.0,44627521.0
3421,2019-03-15T21:06:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 21:05:39,15/03/2019\ 21:05:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-1616-99f9-6156-d4378a259549,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,QDisk,,0.0,14552673145.0,30.8,14551579418.0
3426,2019-03-15T21:11:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 21:11:41,15/03/2019\ 21:11:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-1a05-f42d-fa54-4818809aade8,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,4.0,47826896.0
3430,2019-03-15T21:15:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 21:13:25,15/03/2019\ 21:12:07,,,,QBOX-4000-0000-1000-000000000005,SCDL-9dff-ea85-1bed-4d8ffc0bafa9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-2212-16a5-16e09aa53583,Down,Docker,,69594574.5,1618800463.0,141.5,745006791.5
3444,2019-03-15T21:29:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 21:28:50,15/03/2019\ 21:28:44,,,,QBOX-6000-0000-0000-000000000004,SCDL-e980-a811-1927-f177616069f6,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,14528225527.0,30.6,14526044717.0
3446,2019-03-15T21:31:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 21:30:56,15/03/2019\ 21:30:54,,,,QBOX-6000-0000-0000-000000000001,SCDL-7451-7553-0baf-68a07e9787a5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,3.5,46227208.5
3451,2019-03-15T21:36:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 21:36:10,15/03/2019\ 21:36:02,,,,QBOX-6000-0000-0000-000000000001,SCDL-65ec-134f-3fcb-7a2efc8a2327,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,7.0,44627521.0
3452,2019-03-15T21:37:00.000Z,QBOX-6000-0000-0000-000000000001,,15/03/2019\ 21:37:16,15/03/2019\ 21:37:13,,,,QBOX-6000-0000-0000-000000000001,SCDL-2a98-f076-7947-38564e825027,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
3467,2019-03-15T21:52:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 21:52:27,15/03/2019\ 21:52:24,,,,QBOX-6000-0000-0000-000000000004,SCDL-4650-3c34-1aa0-672e36a31514,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,4.5,46227208.5
3471,2019-03-15T21:56:00.000Z,QBOX-5000-0000-0000-000000000005,,15/03/2019\ 21:55:03,15/03/2019\ 21:54:57,,,,QBOX-5000-0000-0000-000000000005,SCDL-0f3b-b810-9d89-365e97a4a8b3,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,14528225527.0,27.0,14526044717.0
3472,2019-03-15T21:57:00.000Z,QBOX-6000-0000-0000-000000000004,,15/03/2019\ 21:56:01,15/03/2019\ 21:55:57,,,,QBOX-6000-0000-0000-000000000004,SCDL-63b2-e3ce-41f3-03ed1ffbc23f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,Docker,,0.0,14552673145.0,27.4,14551579418.0
3485,2019-03-15T22:10:00.000Z,QBOX-5000-0000-0000-000000000004,,15/03/2019\ 22:10:13,15/03/2019\ 22:10:08,,,,QBOX-5000-0000-0000-000000000004,SCDL-b607-79ce-24dc-a29be4c8e953,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3491,2019-03-15T22:16:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 22:16:00,15/03/2019\ 22:12:04,,,,QBOX-4000-0000-1000-000000000005,SCDL-4346-5d7e-587b-d8a7d32f6513,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-2312-083b-1a99ee473bea,Down,QDisk,,38236285.333333336,1577686054.3333333,133.33333333333334,978592632.0
3550,2019-03-15T23:15:00.000Z,QBOX-4000-0000-1000-000000000005,,15/03/2019\ 23:15:04,15/03/2019\ 23:12:01,,,,QBOX-4000-0000-1000-000000000005,SCDL-3996-7ae0-bdef-4fb4529c7394,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0011-e7f5-6c03830cf5d3,Down,QDisk,,49089913.33333334,1570718450.3333333,105.66666666666669,985686502.6666666
3610,2019-03-16T00:15:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 00:15:29,16/03/2019\ 00:11:59,,,,QBOX-4000-0000-1000-000000000005,SCDL-dc7c-bce2-4360-598922606724,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0111-df53-89ec91a59525,Down,QDisk,,100853148.0,1677052631.6666667,163.33333333333334,504420252.3333333
3619,2019-03-16T00:24:00.000Z,QBOX-6000-0000-0000-000000000004,,16/03/2019\ 00:24:00,16/03/2019\ 00:23:55,,,,QBOX-6000-0000-0000-000000000004,SCDL-3767-2752-cb8e-3ec9991a5472,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0.0,48592660.0,5.0,46227208.5
3621,2019-03-16T00:26:00.000Z,QBOX-6000-0000-0000-000000000001,,16/03/2019\ 00:25:09,16/03/2019\ 00:25:05,,,,QBOX-6000-0000-0000-000000000001,SCDL-b94c-7a4c-6548-02a0aed0400d,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,Docker,,0.0,7321091426.0,19.0,7318913938.0
3622,2019-03-16T00:27:00.000Z,QBOX-6000-0000-0000-000000000001,,16/03/2019\ 00:27:36,16/03/2019\ 00:27:31,,,,QBOX-6000-0000-0000-000000000001,SCDL-cc00-7f43-eda6-966fee2c06b9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,47781456.33333334,4.0,44627521.0
3626,2019-03-16T00:31:00.000Z,QBOX-6000-0000-0000-000000000001,,16/03/2019\ 00:31:40,16/03/2019\ 00:31:35,,,,QBOX-6000-0000-0000-000000000001,SCDL-9727-e3b1-480c-429c675d328f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,5.0,47826896.0
3627,2019-03-16T00:32:00.000Z,QBOX-5000-0000-0000-000000000005,,16/03/2019\ 00:31:47,16/03/2019\ 00:31:39,,,,QBOX-5000-0000-0000-000000000005,SCDL-452f-ccb1-b3ab-e77fef4b5593,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c6e5-1855be6caf36,Down,QDisk,,0.0,14528225527.0,27.2,14526044717.0
3644,2019-03-16T00:49:00.000Z,QBOX-6000-0000-0000-000000000004,,16/03/2019\ 00:49:22,16/03/2019\ 00:49:14,,,,QBOX-6000-0000-0000-000000000004,SCDL-57a4-0ea5-bc6a-5d78c9ae0069,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0.0,49403863.66666666,6.0,47826896.0
3655,2019-03-16T01:00:00.000Z,QBOX-4000-0000-1000-000000000005,-1.0,16/03/2019\ 01:00:30,16/03/2019\ 01:00:25,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-3902-edee-41c7-354e2c3b7316,b0afe148c7b34a54412da6a7355d1d9724f86cd9b361ab3c851c57e6f720e83b,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0200-63d1-d87601f754c9,Down,Docker,Docker,0.0,35183599.0,6.0,33371794.0
3656,2019-03-16T01:01:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 01:01:52,16/03/2019\ 01:01:48,,,,QBOX-4000-0000-1000-000000000005,SCDL-bf92-318d-7975-afc933fbfac0,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0201-b58c-2968bf680817,Down,Docker,,0.0,32468163.0,4.0,32468163.0
3657,2019-03-16T01:02:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,16/03/2019\ 01:01:59,16/03/2019\ 01:01:52,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000003,SCDL-91f5-2429-6825-eb11b00ac9ff,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0201-cd04-53b9a96df92e,Down,QDisk,S3,0.0,37899035.0,5.0,34275425.0
3658,2019-03-16T01:03:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 01:03:19,16/03/2019\ 01:03:16,,,,QBOX-4000-0000-1000-000000000005,SCDL-7310-881b-671b-39ac36cddd2b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0203-3af2-32534d200b76,Down,Docker,,0.0,16234304.0,3.0,16234081.5
3659,2019-03-16T01:04:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,16/03/2019\ 01:04:50,16/03/2019\ 01:04:47,UserData,Docker,Down,QBOX-4000-0000-1000-000000000005,SCDL-bb58-ba99-ad47-9ab69e715c9d,f6bf17438fb7eaf6314445e0345abde4fb53c7169281f10a1dfc0814df1f19e9,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0204-ae68-bc7cb7bfab44,Down,Docker,Docker,0.0,65070268.92857143,3.0,64681993.21428572
3660,2019-03-16T01:05:00.000Z,QBOX-9000-0000-0000-000000000005,0.0,16/03/2019\ 01:05:36,16/03/2019\ 01:05:30,UserResult,UserResult,Up,QBOX-4000-0000-1000-000000000003,SCDL-01e9-d57e-32fe-586e23697cbe,62bdd56387326f1e9a06abf986294635c8adba6ea729d662bb5fc14a4af3062f,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0205-71e8-cfb5bb653b28,Down,QDisk,S3,9976617.714285716,34123020.428571425,4.857142857142857,41770174.571428575
3661,2019-03-16T01:06:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 01:06:29,16/03/2019\ 01:06:21,,,,QBOX-4000-0000-1000-000000000005,SCDL-9c4d-7b9a-3597-79a521361e15,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0206-50ee-4b449f0ad78e,Down,Docker,,31661359.0,0.0,8.0,31661359.0
3662,2019-03-16T01:07:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,16/03/2019\ 01:07:36,16/03/2019\ 01:07:29,Docker,Docker,Down,QBOX-9000-0000-0000-000000000005,SCDL-aece-8932-8ed6-32c80df03d79,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0205-4f89-a3a39c83ebdc,Down,S3,Docker,0.0,60095431.0,5.0,58283626.0
3663,2019-03-16T01:08:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 01:08:05,16/03/2019\ 01:08:04,,,,QBOX-4000-0000-1000-000000000005,SCDL-7c9e-087d-ba05-20bfb85e4d5e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0208-095d-c5bf3b8f3500,Down,QDisk,,0.0,873764886.0,1.0,870645846.0
3664,2019-03-16T01:09:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,16/03/2019\ 01:09:48,16/03/2019\ 01:09:44,Docker,Basesystem,Down,QBOX-4000-0000-1000-000000000005,SCDL-0035-69ce-a885-cf485d7fe9da,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QSES-0316-0209-a7ef-b8e46e20115c,Down,Docker,S3,0.0,35565325.4,4.6,33391159.4
3665,2019-03-16T01:10:00.000Z,QBOX-9000-0000-0000-000000000005,-1.0,16/03/2019\ 01:10:22,16/03/2019\ 01:10:17,UserData,Basesystem,Down,QBOX-9000-0000-0000-000000000005,SCDL-b23a-2e2b-4fb9-23146339f486,bc0647bd70ce33c64470a0c5d06d63737a25a0934baa34d846afce140a90224e,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0210-44c4-0b859bc186ec,Down,S3,S3,3.0909090909090913,369801916.3636364,2.636363636363636,365767591.7272728
3666,2019-03-16T01:11:00.000Z,QBOX-4000-0000-1000-000000000005,115.0,16/03/2019\ 01:11:43,16/03/2019\ 01:11:42,UserResult,UserResult,Up,QBOX-9000-0000-0000-000000000005,SCUL-f6ca-a2b6-7002-93a48fe6505f,ac0861baad7ade5ef1fb58398afd6168db098ac108eb34bb778265c857a614af,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-0210-44c4-0b859bc186ec,Up,S3,S3,473971.0,16234081.5,1.5,16379596.0
