time,transfer_history.first_attached_node,transfer_history.last_chunk_id,transfer_history.last_completion_date_string,transfer_history.last_creation_date_string,transfer_history.last_data_type,transfer_history.last_data_type_1,transfer_history.last_direction,transfer_history.last_qbox,transfer_history.last_qguid,transfer_history.last_remote_location_name,transfer_history.last_session,transfer_history.last_state,transfer_history.last_task,transfer_history.last_transfer_direction,transfer_history.last_transfer_type,transfer_history.last_transfer_type_1,transfer_history.mean_actually_transferred_size,transfer_history.mean_cached_data_size,transfer_history.mean_time_transfer_sec,transfer_history.mean_transfer_size
2019-03-16T09:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T09:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T09:55:00.000Z,QBOX-8000-0000-0000-000000000003,,16/03/2019\ 09:54:06,16/03/2019\ 09:54:04,,,,QBOX-8000-0000-0000-000000000003,SCDL-f5b7-702c-3c7a-37bbd0f27d03,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1846-4f19-7a620cf5ebc7,Down,Docker,,0,12133996699.333334,30,12132179357.666666
2019-03-16T09:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T09:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T09:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T09:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:07:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:09:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:10:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:11:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:12:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:13:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:14:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:15:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 10:13:22,16/03/2019\ 10:12:04,,,,QBOX-4000-0000-1000-000000000002,SCDL-ecce-9976-ebb7-1a4acaef88ac,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1112-0caa-01cdff1294d2,Down,Docker,,126877275.5,1613081217,148,768613862.5
2019-03-16T10:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:24:00.000Z,QBOX-6000-0000-0000-000000000001,,16/03/2019\ 10:24:10,16/03/2019\ 10:24:02,,,,QBOX-6000-0000-0000-000000000001,SCDL-52bc-b9c5-fe10-85973b60f125,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,49403863.666666664,6,47826896
2019-03-16T10:25:00.000Z,QBOX-5000-0000-0000-000000000005,,16/03/2019\ 10:24:05,16/03/2019\ 10:23:59,,,,QBOX-5000-0000-0000-000000000005,SCDL-63c7-60e6-257d-b04ca5a283e5,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0315-1502-c305-32af5163e4c2,Down,QDisk,,0,14528225527,29.4,14526044717
2019-03-16T10:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T10:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:07:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:09:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:10:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:11:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:12:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:13:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:14:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:15:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 11:13:07,16/03/2019\ 11:11:55,,,,QBOX-4000-0000-1000-000000000002,SCDL-09e1-011e-b503-032ecaa74875,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1211-d41f-ce5b06e6cd24,Down,Docker,,48712884.5,1695209601,143,745088113
2019-03-16T11:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T11:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:07:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:09:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:10:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:11:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:12:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:13:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:14:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:15:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 12:14:59,16/03/2019\ 12:11:50,,,,QBOX-4000-0000-1000-000000000002,SCDL-269c-6c66-ed8c-8fd07bded23f,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1311-bfdb-f9d5c80dac24,Down,QDisk,,67671963.33333333,1773915685,147.33333333333334,504497834.3333333
2019-03-16T12:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T12:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:06:00.000Z,QBOX-4000-0000-1000-000000000005,,16/03/2019\ 13:06:49,16/03/2019\ 13:06:42,,,,QBOX-8000-0000-0000-000000000003,SCDL-a336-2e7b-200a-3b86fc871c8b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1406-420b-0bd750c421f8,Down,QDisk,,8486935.05882353,613825177.5882353,3.8529411764705883,586371956.7941177
2019-03-16T13:07:00.000Z,QBOX-8000-0000-0000-000000000006,,16/03/2019\ 13:07:52,16/03/2019\ 13:07:49,,,,QBOX-8000-0000-0000-000000000006,SCDL-6fe6-fb6e-2238-73474fe5c873,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1406-420b-0bd750c421f8,Down,Docker,,8244451.2,560975606.6,3.6,533996168.4
2019-03-16T13:08:00.000Z,QBOX-6000-0000-0000-000000000004,,16/03/2019\ 13:08:42,16/03/2019\ 13:08:37,,,,QBOX-5000-0000-0000-000000000004,SCDL-7436-bca2-b030-02c0717b51c9,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,10739552,381415254.7894737,4.315789473684211,371589717.65789473
2019-03-16T13:09:00.000Z,QBOX-8000-0000-0000-000000000004,,16/03/2019\ 13:09:47,16/03/2019\ 13:09:42,,,,QBOX-6000-0000-0000-000000000001,SCDL-28db-2c5f-17b6-0fdd41c4ff9b,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,376796639.1875,3.5,372951416.4375
2019-03-16T13:10:00.000Z,QBOX-8000-0000-0000-000000000006,,16/03/2019\ 13:10:45,16/03/2019\ 13:10:43,,,,QBOX-2000-0000-0000-000000000002,SCDL-4e75-fdf4-b0d3-73aebabe7cfb,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,Docker,,0,191155187.16666666,3.888888888888889,188547919.16666666
2019-03-16T13:11:00.000Z,QBOX-8000-0000-0000-000000000004,,16/03/2019\ 13:11:43,16/03/2019\ 13:11:38,,,,QBOX-5000-0000-0000-000000000005,SCDL-4b85-474c-7a26-0670e392e15e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1406-420b-0bd750c421f8,Down,QDisk,,0,472714420.2258065,3.6129032258064515,467702964.1935484
2019-03-16T13:12:00.000Z,QBOX-8000-0000-0000-000000000003,,16/03/2019\ 13:12:47,16/03/2019\ 13:12:41,,,,QBOX-6000-0000-0000-000000000005,SCDL-0ea7-5813-c41b-8cce45702adf,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,48405459.15384615,6.076923076923077,45858049.84615385
2019-03-16T13:13:00.000Z,QBOX-5000-0000-0000-000000000004,,16/03/2019\ 13:13:14,16/03/2019\ 13:13:06,,,,QBOX-5000-0000-0000-000000000004,SCDL-d187-642a-b424-57bdc4c5bf3e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,49403863.666666664,6,47826896
2019-03-16T13:14:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:15:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:16:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 13:16:02,16/03/2019\ 13:11:49,,,,QBOX-4000-0000-1000-000000000002,SCDL-2e8f-87df-3df4-b540a5270aa3,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1411-bc6c-05f52d415b40,Down,QDisk,,35180588.333333336,1621744291.3333333,139.66666666666666,985719663.6666666
2019-03-16T13:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:33:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:50:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:51:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:52:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:53:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:54:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:55:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:56:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:57:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:58:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T13:59:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:01:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:02:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:03:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:04:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:05:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:06:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:07:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:08:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:09:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:10:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:11:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:12:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:13:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:14:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:15:00.000Z,QBOX-4000-0000-1000-000000000002,,16/03/2019\ 14:15:01,16/03/2019\ 14:11:48,,,,QBOX-4000-0000-1000-000000000002,SCDL-e3f1-4ce1-466e-ad49b3ea501e,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0316-1511-b916-c192d80a789d,Down,QDisk,,72991706,1779192127.6666667,151.33333333333334,504452737.6666667
2019-03-16T14:16:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:17:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:18:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:19:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:20:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:21:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:22:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:23:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:24:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:25:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:26:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:27:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:28:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:29:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:30:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:31:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:32:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:33:00.000Z,QBOX-5000-0000-0000-000000000004,,16/03/2019\ 14:33:28,16/03/2019\ 14:33:23,,,,QBOX-5000-0000-0000-000000000004,SCDL-da7b-04a3-1e41-934649588289,,00000000-0000-0000-0000-000000000000,Completed,QJOB-0307-1124-91be-93edf97c6c2e,Down,QDisk,,0,47781456.333333336,4,44627521
2019-03-16T14:34:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:35:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:36:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:37:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:38:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:39:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:40:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:41:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:42:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:43:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:44:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:45:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:46:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:47:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:48:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:49:00.000Z,,,,,,,,,,,,,,,,,,,,
2019-03-16T14:50:00.000Z,,,,,,,,,,,,,,,,,,,,
