time,transfer_history.actually_transferred_size,transfer_history.attached_node,transfer_history.cached_data_size,transfer_history.chunk_id,transfer_history.completion_date_string,transfer_history.creation_date_string,transfer_history.data_type,transfer_history.remote_location_name,transfer_history.serializer_sampling_time,transfer_history.serializer_session,transfer_history.serializer_task,transfer_history.state,transfer_history.time_transfer_sec,transfer_history.transfer_direction,transfer_history.transfer_size,transfer_history.transfer_type
2019-03-25T21:20:22.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:20:13,25/03/2019\ 21:20:09,,,2019-03-25T21:20:16.2975010Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:20:52.057Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:20:49,25/03/2019\ 21:20:43,,,2019-03-25T21:20:49.4402610Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:20:52.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:20:46,25/03/2019\ 21:20:43,,,2019-03-25T21:20:49.4403010Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,3,Down,32468163,Docker
2019-03-25T21:21:32.065Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:21:19,25/03/2019\ 21:21:17,,,2019-03-25T21:21:22.5854610Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:22:02.058Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:21:52,25/03/2019\ 21:21:50,,,2019-03-25T21:21:55.7169460Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,2,Down,32468163,Docker
2019-03-25T21:22:32.054Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:22:28,25/03/2019\ 21:22:27,,,2019-03-25T21:22:31.8666270Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,1,Down,32468163,Docker
2019-03-25T21:23:12.054Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:23:05,25/03/2019\ 21:23:01,,,2019-03-25T21:23:08.0207460Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,4,Down,32468163,Docker
2019-03-25T21:23:42.065Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:23:41,25/03/2019\ 21:23:35,,,2019-03-25T21:23:41.1593430Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,6,Down,35179056,QDisk
2019-03-25T21:24:22.053Z,0,QBOX-4000-0000-1000-000000000006,40614471,,25/03/2019\ 21:24:14,25/03/2019\ 21:24:09,,,2019-03-25T21:24:14.3142900Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,35179056,QDisk
2019-03-25T21:24:22.054Z,0,QBOX-4000-0000-1000-000000000006,32468163,,25/03/2019\ 21:24:14,25/03/2019\ 21:24:09,,,2019-03-25T21:24:14.3143260Z,00000000-0000-0000-0000-000000000000,424f4a51-0320-1426-99e4-c21cd5135b5e,Completed,5,Down,32468163,Docker
