time,qchunk_state.completion_date_string,qchunk_state.cpu_average_ghz,qchunk_state.cpu_model,qchunk_state.creation_date_string,qchunk_state.failed_range,qchunk_state.initial_range,qchunk_state.name,qchunk_state.name_1,qchunk_state.owner_qarnot_id,qchunk_state.priority,qchunk_state.processed_range,qchunk_state.q_mobo,qchunk_state.qguid,qchunk_state.resources_download_batches,qchunk_state.scaling_cpu_average_ghz,qchunk_state.scaling_time_compute_ghz,qchunk_state.serializer_session,qchunk_state.state,qchunk_state.state_1,qchunk_state.time_compute,qchunk_state.time_compute_ghz,qchunk_state.time_download,qchunk_state.time_environment,qchunk_state.time_upload
2019-05-06T07:35:00.000Z,,0,,06/05/2019\ 07:36:08,,[171-172],docker.base.config>docker.base>docker-mining>money\ money\ money\ prod,docker.base.config>docker.base>docker-mining>money money money prod,_coin_miner,-15,,MOBO-0400-9ea3-a5bd-902b34dd3dcd,QJOB-0425-1504-9b73-148267a8fd96,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T07:40:00.000Z,,0,,06/05/2019\ 07:44:38,,[0-1],docker.base.config>docker.base>docker-batch>helloworld,docker.base.config>docker.base>docker-batch>helloworld,<Unknown>,-5,,MOBO-adf0-094e-09e2-00d8611556aa,QJOB-0506-0944-8eff-73ba2a76584b,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T07:50:00.000Z,06/05/2019\ 07:53:33,3.69964075088501,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,05/05/2019\ 23:47:27,,[11-12],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-157004-MN-Q2-b|na|60043,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-157004-MN-Q2-b|na|60043,<Unknown>,10,,MOBO-adf0-094e-09e2-00d861155707,QJOB-0505-1204-2b8b-8ff9cbc8a272,"SCDL-2deb-5739-00a6-0fc1e3d1b259\,SCDL-17c9-3be8-5662-ab6603d6f82a\,SCDL-cb71-8236-b143-90d10b38fe32",4.08724784851074,1177209.125,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288020,1065570.5,1970,1650,0
2019-05-06T07:55:00.000Z,06/05/2019\ 07:56:08,0,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,06/05/2019\ 06:15:03,,[148-149],docker.base.config>docker.base>docker-mining>money\ money\ money\ prod,docker.base.config>docker.base>docker-mining>money money money prod,_coin_miner,-15,,MOBO-58d8-00d7-8806-309c23a781bf,QJOB-0425-1504-9b73-148267a8fd96,"SCDL-8c37-e046-2947-66e686ae3668\,SCDL-862c-6aec-5e97-f394bda27e6a",0,196759.234375,00000000-0000-0000-0000-000000000000,Preempted,Preempted,59680,202843.078125,10,960,0
2019-05-06T08:00:00.000Z,06/05/2019\ 08:04:43,0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 08:02:17,[0-1],[0-1],docker.base.config>docker.base>docker-batch>helloworld,docker.base.config>docker.base>docker-batch>helloworld,<Unknown>,-5,,MOBO-adf0-084e-ac12-00d8611575c2,QJOB-0506-1002-4068-58d6b9cf8e09,"SCDL-cd7e-fe4c-8bf2-c50b694f3b68\,SCDL-4f0e-c349-27a2-fccff3d866b8\,SCDL-efcb-c28f-8676-bcc18df4ea9a",0,0,00000000-0000-0000-0000-000000000000,Failed,Failed,10,0,670,780,10
2019-05-06T08:05:00.000Z,,0,,06/05/2019\ 08:08:22,,[0-1],docker.base.config>docker.base>docker-batch>helloworld,docker.base.config>docker.base>docker-batch>helloworld,<Unknown>,-5,,MOBO-adf0-094e-09e2-00d86115561a,QJOB-0506-1008-5379-7fa137480476,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T08:10:00.000Z,06/05/2019\ 08:14:15,3.70000004768372,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 00:10:02,,[8-9],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,<Unknown>,10,,MOBO-adf0-084e-ac5d-00d8611555f6,QJOB-0505-0915-4ba5-145f6c08979a,"SCDL-1677-25a7-14d4-ef34daddaa54\,SCDL-8ca2-2827-82e3-b1ec356e0a56\,SCDL-54ef-f525-6e2d-ae6b1217cb5c",4.00099992752075,1138703,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288340,1066679.5,10,760,0
2019-05-06T08:15:00.000Z,,0,,06/05/2019\ 08:14:58,,[13-14],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,<Unknown>,10,,MOBO-adf0-084e-ac58-00d861155737,QJOB-0505-0915-4ba5-145f6c08979a,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T08:20:00.000Z,06/05/2019\ 08:20:57,3.69977712631226,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 00:16:11,,[7-8],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-h|na|60015,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-154001-MN-Q2-h|na|60015,<Unknown>,10,,MOBO-adf0-084e-abc2-00d86115563a,QJOB-0505-1805-a8f6-bcd5e683036b,"SCDL-e0ff-8389-6f11-774f86d69c14\,SCDL-3315-ce79-bbab-dce48c7f85b1\,SCDL-1db8-bd0a-81ae-96e9d75e4c2d",4.03321123123169,1164791.375,00000000-0000-0000-0000-000000000000,Preempted,Preempted,288800,1068495.625,1280,760,0
2019-05-06T08:25:00.000Z,06/05/2019\ 08:27:38,0,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 08:12:56,,[0-1],docker.base.config>docker.base>docker-network-ssh>amplisim>calmet_www.amplisim.com_34_303,docker.base.config>docker.base>docker-network-ssh>amplisim>calmet_www.amplisim.com_34_303,<Unknown>,1,[0-1],MOBO-adf0-084e-ac12-00d8611575c2,QJOB-0506-1012-d729-1dc03380d9e2,"SCDL-e4ed-6ae9-7b29-7d05e7fe50d8\,SCDL-91fb-3b50-7083-e3b455e8dba0\,SCDL-5a14-461e-c504-2a6e9341868a",0,11824.9619140625,00000000-0000-0000-0000-000000000000,Completed,Completed,3250,11911.8076171875,3980,750,820
2019-05-06T08:30:00.000Z,,0,,06/05/2019\ 08:31:03,,[5-6],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-157004-MN-Q2-d|na|60047,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-157004-MN-Q2-d|na|60047,<Unknown>,10,,MOBO-58d8-00d7-8842-309c23a78127,QJOB-0505-1821-5d35-abeb9327508d,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T08:35:00.000Z,06/05/2019\ 08:39:39,3.70000100135803,AMD\ Ryzen\ 7\ 2700X\ Eight-Core\ Processor,06/05/2019\ 08:33:36,,[3-4],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-a|na|60021,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-a|na|60021,<Unknown>,10,,MOBO-adf0-084e-ac62-00d86115568d,QJOB-0505-1821-211d-7c02f8356069,"SCDL-f244-deba-4cd6-1fe888878bb9\,SCDL-2f97-6e75-a86b-7d9f3cea6879\,SCDL-b248-3f34-192f-e4b3a24f235f",3.81593322753906,7670.02587890625,00000000-0000-0000-0000-000000000000,Preempted,Preempted,2010,7437.001953125,10,1580,0
2019-05-06T08:40:00.000Z,06/05/2019\ 08:41:14,0,AMD\ Ryzen\ 7\ 1700X\ Eight-Core\ Processor,06/05/2019\ 08:06:45,,[37-38],docker.base.config>docker.base>docker-mining>money\ money\ money\ qualif,docker.base.config>docker.base>docker-mining>money money money qualif,_coin_miner,-15,,MOBO-58d8-00d7-8a07-309c23845a98,QJOB-0327-1429-cd5a-5439696fab1f,"SCDL-deb3-05bf-d5df-c3b5f0f61fa3\,SCDL-5faf-b153-f631-6e5bde741173",0,69650.984375,00000000-0000-0000-0000-000000000000,Preempted,Preempted,19970,67863.25,10,720,0
2019-05-06T08:45:00.000Z,,0,,06/05/2019\ 08:46:28,,[5-6],docker.base.config>docker.base>docker-mining>money\ money\ money\ maintenance,docker.base.config>docker.base>docker-mining>money money money maintenance,_coin_miner,-15,,MOBO-d5b0-27cc-077b-708bcdabadb6,QJOB-0425-1505-5e33-dbe8ff896a50,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
2019-05-06T08:55:00.000Z,,0,,06/05/2019\ 08:55:25,,[16-17],docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,docker.base.config>docker.base>gprime-v2-8c>gprime|PMCL-160-163029-MN-Q2-h|na|60035,<Unknown>,10,,MOBO-adf0-084e-ac58-00d861155575,QJOB-0506-1055-5cc9-b9d4a0acbc65,,0,0,00000000-0000-0000-0000-000000000000,Starting,Starting,0,0,0,0,0
